Test id,File Size,Block Size,Workload Pattern of test,Workload Test Time Sec,Workload Ramp-up Test Time Sec,Start Delay Sec,Thread / Numjobs,OIO / IODepth,Target devices,NUMA nodes
34,32g,4KB,60% Seq 100% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
35,32g,4KB,30% Seq 100% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
36,32g,4KB,0% Seq 100% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
37,32g,4KB,100% Seq 60% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
38,32g,4KB,60% Seq 60% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
39,32g,4KB,30% Seq 60% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
40,32g,4KB,0% Seq 60% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
41,32g,4KB,100% Seq 30% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
42,32g,4KB,60% Seq 30% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
43,32g,4KB,30% Seq 30% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
44,32g,4KB,0% Seq 30% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
45,32g,4KB,100% Seq 0% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
46,32g,4KB,60% Seq 0% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
47,32g,4KB,30% Seq 0% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
48,32g,4KB,0% Seq 0% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1,
49,16g,4KB,100% Seq 100% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
50,16g,4KB,60% Seq 100% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
51,16g,4KB,30% Seq 100% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
52,16g,4KB,0% Seq 100% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
53,16g,4KB,100% Seq 60% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
54,16g,4KB,60% Seq 60% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
55,16g,4KB,30% Seq 60% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
56,16g,4KB,0% Seq 60% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
57,16g,4KB,100% Seq 30% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
58,16g,4KB,60% Seq 30% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
59,16g,4KB,30% Seq 30% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
60,16g,4KB,0% Seq 30% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
61,16g,4KB,100% Seq 0% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
62,16g,4KB,60% Seq 0% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
63,16g,4KB,30% Seq 0% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
64,16g,4KB,0% Seq 0% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1,
65,8g,4KB,100% Seq 100% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
66,8g,4KB,60% Seq 100% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
67,8g,4KB,30% Seq 100% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
68,8g,4KB,0% Seq 100% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
69,8g,4KB,100% Seq 60% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
70,8g,4KB,60% Seq 60% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
71,8g,4KB,30% Seq 60% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
72,8g,4KB,0% Seq 60% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
73,8g,4KB,100% Seq 30% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
74,8g,4KB,60% Seq 30% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
75,8g,4KB,30% Seq 30% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
76,8g,4KB,0% Seq 30% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
77,8g,4KB,100% Seq 0% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
78,8g,4KB,60% Seq 0% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
79,8g,4KB,30% Seq 0% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
80,8g,4KB,0% Seq 0% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1,
81,4g,4KB,100% Seq 100% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
82,4g,4KB,60% Seq 100% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
83,4g,4KB,30% Seq 100% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
84,4g,4KB,0% Seq 100% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
85,4g,4KB,100% Seq 60% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
86,4g,4KB,60% Seq 60% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
87,4g,4KB,30% Seq 60% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
88,4g,4KB,0% Seq 60% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
89,4g,4KB,100% Seq 30% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
90,4g,4KB,60% Seq 30% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
91,4g,4KB,30% Seq 30% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
92,4g,4KB,0% Seq 30% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
93,4g,4KB,100% Seq 0% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
94,4g,4KB,60% Seq 0% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
95,4g,4KB,30% Seq 0% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
96,4g,4KB,0% Seq 0% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1,
97,2g,4KB,100% Seq 100% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
98,2g,4KB,60% Seq 100% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
99,2g,4KB,30% Seq 100% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
100,2g,4KB,0% Seq 100% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
101,2g,4KB,100% Seq 60% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
102,2g,4KB,60% Seq 60% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
103,2g,4KB,30% Seq 60% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
104,2g,4KB,0% Seq 60% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
105,2g,4KB,100% Seq 30% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
106,2g,4KB,60% Seq 30% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
107,2g,4KB,30% Seq 30% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
108,2g,4KB,0% Seq 30% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
109,2g,4KB,100% Seq 0% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
110,2g,4KB,60% Seq 0% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
111,2g,4KB,30% Seq 0% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
112,2g,4KB,0% Seq 0% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1,
113,1g,4KB,100% Seq 100% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
114,1g,4KB,60% Seq 100% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
115,1g,4KB,30% Seq 100% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
116,1g,4KB,0% Seq 100% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
117,1g,4KB,100% Seq 60% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
118,1g,4KB,60% Seq 60% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
119,1g,4KB,30% Seq 60% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
120,1g,4KB,0% Seq 60% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
121,1g,4KB,100% Seq 30% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
122,1g,4KB,60% Seq 30% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
123,1g,4KB,30% Seq 30% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
124,1g,4KB,0% Seq 30% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
125,1g,4KB,100% Seq 0% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
126,1g,4KB,60% Seq 0% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
127,1g,4KB,30% Seq 0% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
128,1g,4KB,0% Seq 0% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1,
